contig	polya_length	coverage	run	condition
ENST00000223324.3	42	47	s1_r3	s1
ENST00000223336.11	104	10	s1_r3	s1
ENST00000223357.8	160	21	s1_r3	s1
ENST00000223361.7	74	1	s1_r3	s1
ENST00000223368.7	37	22	s1_r3	s1
ENST00000223369.3	74	140	s1_r3	s1
ENST00000223398.11	49	13	s1_r3	s1
ENST00000223423.8	151	8	s1_r3	s1
ENST00000223459.11	124	3	s1_r3	s1
ENST00000223500.9	84	99	s1_r3	s1
ENST00000223528.6	184	1	s1_r3	s1
ENST00000223641.5	53	218	s1_r3	s1
ENST00000223864.7	52	25	s1_r3	s1
ENST00000224073.6	51	288	s1_r3	s1
ENST00000224140.6	49	4	s1_r3	s1
ENST00000224237.9	47	1424	s1_r3	s1
ENST00000224652.11	77	1	s1_r3	s1
ENST00000224756.12	183	3	s1_r3	s1
ENST00000224784.10	85	40	s1_r3	s1
